内蒙古科技大学,包头市,否,否,是,综合类院校,内蒙古自治区教育厅,大学
内蒙古工业大学,呼和浩特市,否,否,是,工科类院校,内蒙古自治区教育厅,大学
上海工程技术大学,上海市,否,否,是,工科类院校,上海市教育委员会,大学
大连交通大学,大连市,否,否,是,工科类院校,辽宁省教育厅,大学
福建医科大学,福州市,否,否,是,医药类院校,福建省教育厅,大学
西北政法大学,西安市,否,否,是,政法类院校,陕西省教育厅,大学
云南财经大学,昆明市,否,否,是,财经类院校,云南省教育厅,大学
鲁东大学,烟台市,否,否,是,综合类院校,山东省教育厅,大学
海南师范大学,海口市,否,否,是,师范类院校,海南省教育厅,大学
重庆理工大学,重庆市,否,否,是,工科类院校,重庆市教育委员会,大学
吉林师范大学,四平市,否,否,是,师范类院校,吉林省教育厅,大学
青海师范大学,西宁市,否,否,是,师范类院校,青海省教育厅,大学
西华大学,成都市,否,否,是,综合类院校,四川省教育厅,大学
聊城大学,聊城市,否,否,是,综合类院校,山东省教育厅,大学
昆明医科大学,昆明市,否,否,是,医药类院校,云南省教育厅,学院
齐鲁工业大学,济南市,否,否,是,工科类院校,山东省教育厅,学院
广州医科大学,广州市,否,否,是,医药类院校,广东省教育厅,学院
河南财经政法大学,郑州市,否,否,是,财经类院校,河南省教育厅,大学
北京信息科技大学,北京市,否,否,是,工科类院校,北京市教育委员会,大学
山西财经大学,太原市,否,否,是,财经类院校,山西省教育厅,大学
西安石油大学,西安市,否,否,是,工科类院校,陕西省教育厅,大学
宁夏医科大学,银川市,否,否,是,医药类院校,宁夏回族自治区教育厅,学院
广东财经大学,广州市,否,否,是,财经类院校,广东省教育厅,学院
沈阳航空航天大学,沈阳市,否,否,是,工科类院校,辽宁省教育厅,大学
北京联合大学,北京市,否,否,是,综合类院校,北京市教育委员会,大学
湖南中医药大学,长沙市,否,否,是,医药类院校,湖南省教育厅,大学
郑州轻工业学院,郑州市,否,否,是,工科类院校,河南省教育厅,学院
西华师范大学,南充市,否,否,是,师范类院校,四川省教育厅,大学
山东建筑大学,济南市,否,否,是,工科类院校,山东省教育厅,大学
华北水利水电大学,郑州市,否,否,是,工科类院校,河南省教育厅,学院
浙江中医药大学,杭州市,否,否,是,医药类院校,浙江省教育厅,大学
太原科技大学,太原市,否,否,是,工科类院校,山西省教育厅,大学
成都信息工程大学,成都市,否,否,是,工科类院校,四川省教育厅,学院
安徽建筑大学,合肥市,否,否,是,工科类院校,安徽省教育厅,大学
北方工业大学,北京市,否,否,是,工科类院校,北京市教育委员会,大学
山西农业大学,晋中市,否,否,是,农业类院校,山西省教育厅,大学
山东中医药大学,济南市,否,否,是,医药类院校,山东省教育厅,大学
渤海大学,锦州市,否,否,是,综合类院校,辽宁省教育厅,大学
河北经贸大学,石家庄市,否,否,是,财经类院校,河北省教育厅,大学
北方民族大学,银川市,否,否,是,民族类院校,国家民族事务委员会,大学
青海民族大学,西宁市,否,否,是,民族类院校,青海省教育厅,大学
西安工业大学,西安市,否,否,是,工科类院校,陕西省教育厅,大学
山西医科大学,太原市,否,否,是,医药类院校,山西省教育厅,大学
天津商业大学,天津市,否,否,是,财经类院校,天津市教育委员会,大学
吉林财经大学,长春市,否,否,是,财经类院校,吉林省教育厅,大学
河南中医药大学,郑州市,否,否,是,医药类院校,河南省教育厅,学院
福建中医药大学,福州市,否,否,是,医药类院校,福建省教育厅,大学
内蒙古民族大学,通辽市,否,否,是,综合类院校,内蒙古自治区教育厅,大学
西藏民族大学,咸阳市,否,否,是,民族类院校,西藏自治区教育厅,学院
西安工程大学,西安市,否,否,是,工科类院校,陕西省教育厅,大学
大连海洋大学,大连市,否,否,是,农业类院校,辽宁省教育厅,大学
信阳师范学院,信阳市,否,否,是,师范类院校,河南省教育厅,学院
安徽工程大学,芜湖市,否,否,是,工科类院校,安徽省教育厅,大学
青岛农业大学,青岛市,否,否,是,农业类院校,山东省教育厅,大学
浙江科技学院,杭州市,否,否,是,工科类院校,浙江省教育厅,学院
北京服装学院,北京市,否,否,是,工科类院校,北京市教育委员会,学院
贵州民族大学,贵阳市,否,否,是,民族类院校,贵州省教育厅,学院
西安邮电大学,西安市,否,否,是,工科类院校,陕西省教育厅,学院
江西中医药大学,南昌市,否,否,是,医药类院校,江西省教育厅,学院
辽宁科技大学,鞍山市,否,否,是,工科类院校,辽宁省教育厅,大学
辽宁石油化工大学,抚顺市,否,否,是,工科类院校,辽宁省教育厅,大学
湖南工业大学,株洲市,否,否,是,工科类院校,湖南省教育厅,大学
武汉轻工大学,武汉市,否,否,是,工科类院校,湖北省教育厅,学院
辽宁中医药大学,沈阳市,否,否,是,医药类院校,辽宁省教育厅,大学
湖南商学院,长沙市,否,否,是,财经类院校,湖南省教育厅,学院
中原工学院,郑州市,否,否,是,工科类院校,河南省教育厅,学院
贵州医科大学,贵阳市,否,否,是,医药类院校,贵州省教育厅,学院
上海电力学院,上海市,否,否,是,工科类院校,上海市教育委员会,学院
贵州财经大学,贵阳市,否,否,是,财经类院校,贵州省教育厅,学院
黑龙江科技大学,哈尔滨市,否,否,是,工科类院校,黑龙江省教育厅,学院
沈阳化工大学,沈阳市,否,否,是,工科类院校,辽宁省教育厅,大学
延安大学,延安市,否,否,是,综合类院校,陕西省教育厅,大学
西南林业大学,昆明市,否,否,是,林业类院校,云南省教育厅,大学
赣南师范大学,赣州市,否,否,是,师范类院校,江西省教育厅,学院
天津职业技术师范大学,天津市,否,否,是,师范类院校,天津市教育委员会,大学
广东技术师范学院,广州市,否,否,是,师范类院校,广东省教育厅,学院
淮北师范大学,淮北市,否,否,是,师范类院校,安徽省教育厅,大学
广西师范学院,南宁市,否,否,是,师范类院校,广西壮族自治区教育厅,学院
南京审计大学,南京市,否,否,是,财经类院校,江苏省教育厅,学院
临沂大学,临沂市,否,否,是,师范类院校,山东省教育厅,学院
中国青年政治学院,北京市,否,否,是,政法类院校,中国共产主义青年团中央,学院
河北地质大学,石家庄市,否,否,是,财经类院校,河北省教育厅,学院
齐齐哈尔大学,齐齐哈尔市,否,否,是,综合类院校,黑龙江省教育厅,大学
长春中医药大学,长春市,否,否,是,医药类院校,吉林省教育厅,大学
南京工程学院,南京市,否,否,是,工科类院校,江苏省教育厅,学院
广东海洋大学,湛江市,否,否,是,农业类院校,广东省教育厅,大学
大连民族大学,大连市,否,否,是,民族类院校,国家民族事务委员会,大学
吉林化工学院,吉林市,否,否,是,工科类院校,吉林省教育厅,学院
苏州科技大学,苏州市,否,否,是,工科类院校,江苏省教育厅,学院
湖北中医药大学,武汉市,否,否,是,医药类院校,湖北省教育厅,大学
辽宁工业大学,锦州市,否,否,是,工科类院校,辽宁省教育厅,大学
黑龙江八一农垦大学,大庆市,否,否,是,农业类院校,黑龙江省教育厅,大学
沈阳理工大学,沈阳市,否,否,是,工科类院校,辽宁省教育厅,大学
山东工商学院,烟台市,否,否,是,工科类院校,山东省教育厅,学院
上海应用技术大学,上海市,否,否,是,工科类院校,上海市教育委员会,学院
安徽中医药大学,合肥市,否,否,是,医药类院校,安徽省教育厅,大学
新乡医学院,新乡市,否,否,是,医药类院校,河南省教育厅,学院
新疆财经大学,乌鲁木齐市,否,否,是,财经类院校,新疆维吾尔自治区教育厅,大学
丽水学院,丽水市,否,否,是,师范类院校,浙江省教育厅,学院
福建工程学院,福州市,否,否,是,工科类院校,福建省教育厅,学院
兰州财经大学,兰州市,否,否,是,财经类院校,甘肃省教育厅,学院
河南科技学院,新乡市,否,否,是,师范类院校,河南省教育厅,学院
徐州医科大学,徐州市,否,否,是,医药类院校,江苏省教育厅,学院
河北工程大学,邯郸市,否,否,是,工科类院校,河北省教育厅,大学
合肥学院,合肥市,否,否,是,工科类院校,安徽省教育厅,学院
上海立信会计金融学院,上海市,否,否,是,财经类院校,上海市教育委员会,学院
绍兴文理学院,绍兴市,否,否,是,师范类院校,浙江省教育厅,学院
重庆科技学院,重庆市,否,否,是,工科类院校,重庆市教育委员会,学院
内蒙古医科大学,呼和浩特市,否,否,是,医药类院校,内蒙古自治区教育厅,大学
嘉兴学院,嘉兴市,否,否,是,财经类院校,浙江省教育厅,学院
北京农学院,北京市,否,否,是,农业类院校,北京市教育委员会,学院
